task_name,id,definition,inputs,targets
task089_swap_words_verification,task089-c2f2d23cca1c4e639568ff2c88b9300a,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",this bathroom has a painting on wall the,"(7, 8)"
task089_swap_words_verification,task089-8b3a077655ce47118b99c37d25f907be,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Two men laughing playing while a video game,"(4, 5)"
task955_wiki_auto_style_transfer,task955-8308788966344d0e8c0996c67cc02ef9,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Algal blooms are often green , but they can also be other colors such as yellow-brown or red , depending on the species of algae .","The photosynthetic pigments in the algal cells determine the color of the algal bloom , and are thus often a greenish color , but they can also be a wide variety of other colors such as yellow , brown or red , depending on the species of algae and the type of pigments contained therein ."
task089_swap_words_verification,task089-2d354ab7c22f46b59fd1ae5372570c9f,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The skier is competent enough attempt to the slope,"(6, 7)"
task109_smsspamcollection_spamsmsdetection,task109-679b6cb261214c409c6476f2487e0331,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Reminder: You have not downloaded the content you have already paid for. mymoby. tv/ to collect your content.,spam
task955_wiki_auto_style_transfer,task955-c0724c91a8ef42e78315c96d1062f2c5,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","More importantly , the discovery of celestial bodies orbiting something other than the Earth dealt a blow to the then-accepted Ptolemaic world system .","More importantly , the discovery of celestial bodies orbiting something other than Earth dealt a blow to the then-accepted Ptolemaic world system , which held that Earth was at the center of the universe and all other celestial bodies revolved around it ."
task955_wiki_auto_style_transfer,task955-cdee10bbb77148138b3ffcf2ca86c982,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Though the process of peening has become rarer in metal fabrication , the ball-peen hammer remains useful for many tasks , such as striking punches and chisels .","Though the process of peening ( surface hardening by impact ) has become rarer in metal fabrication , the ball-peen hammer remains useful for many tasks , such as striking punches and chisels ( usually performed with the flat face of the hammer ) ."
task089_swap_words_verification,task089-2965aa1c7c464714b729496d9cd80476,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A storefront with store items under umbrellas on a sidewalk stone,"(10, 11)"
task089_swap_words_verification,task089-88b851a4e26d44b99501e69bf5e14f4b,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Two giraffes in a grassy with area body of water in the foreground,"(6, 7)"
task1346_glue_cola_grammatical_correctness_classification,task1346-dc84cc8cbb6047bcbcaf56a548947dd3,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",A review seems to have come out yesterday of this article.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-5ec88262ac2a44929519b53e45ceaa73,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The rat devoured the cat.,1
task955_wiki_auto_style_transfer,task955-c6fdb6d7c2654de8ac79a856c58c4e15,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",The term decisive victory refers to a military victory that decides a matter or a conflict .,"A decisive victory is a military victory in battle that definitively resolves the objective being fought over , ending one stage of the conflict and beginning another stage ."
task109_smsspamcollection_spamsmsdetection,task109-fbd39f67095b4b3a86e7345c6b28e325,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",it's really getting me down just hanging around.,ham
task1346_glue_cola_grammatical_correctness_classification,task1346-f5139970c81f4436a21b23348a47a1dd,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Paula spanked the naughty child's back.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-84ef679a23e0405f80a84112a68e60ba,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The music echoed.,1
